registration_date,first_name,last_name,dob,age,citizenship_status,commonwealth_country,voting_status,voter_status,place_of_residence,district,city_town_village,country_if_abroad,constituency,registered_ctv_area,sex,education,ethnicity,political_interests,market_interests,civic_interests,email,phone_whatsapp,facebook,instagram,tiktok,other_contact,other_contact_platform,street_address,photo_id_type,photo_id_last4,username,password_salt,password_hash,verification_status,consent_research,consent_contact,consent_privacy,status,notes
22/12/2025 20:32,Carlos,Bradley,1982-02-23,44,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,San Estevan,,Orange Walk Central,San Estevan,Male,Secondary,Garifuna,National elections; Municipal elections,Consumer goods; Banking,Climate; Infrastructure,carlos.bradley133@example.test,501-648-2661,,carlos_bradley,,,,,Belize Voter ID,,carlos.bradley133,synthetic_salt,synthetic_hash,Pending,True,True,True,Suspended,
02/12/2025 20:32,Shawn,Bradley,2003-08-13,22,Citizen of Belize,,No,Not applicable,Belize District,Belize District,Hattieville,,,,Female,Secondary,Creole,National elections; Municipal elections,Telecommunications,Crime; Economy,shawn.bradley134@example.test,501-661-1507,,shawn_bradley,shawn90,shawntelegram,,,Passport,,shawn.bradley134,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
30/11/2025 20:32,Luis,Chan,1971-08-12,54,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Orange Walk Town,,Orange Walk North,Orange Walk Town,Female,Secondary,Creole,National elections; Municipal elections,Tourism; Retail,Crime; Economy,luis.chan135@example.test,501-654-2435,luis.chan,,,luissignal,,,Passport,,luis.chan135,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
12/03/2026 20:32,Kevin,Williams,1966-08-14,59,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Orange Walk District,Orange Walk District,Guinea Grass,,,,Female,Technical / Vocational,Mestizo,Governance; Public policy,Consumer goods; Banking,Crime; Economy,kevin.williams136@example.test,501-647-4056,,,kevin86,kevintelegram,,,Social Security Card,,kevin.williams136,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
06/02/2026 20:32,Luis,Requena,1983-08-26,42,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,San Estevan,,Orange Walk South,San Estevan,Male,University,East Indian,National elections,Consumer goods; Banking,Governance; Youth,luis.requena137@example.test,501-630-8803,,,,,,,Passport,,luis.requena137,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
06/02/2026 20:32,Nadia,Young,1955-07-03,70,Other resident of Belize,,No,Not applicable,Cayo District,Cayo District,Belmopan,,,,Female,Technical / Vocational,East Indian,,Consumer goods; Banking,Governance; Youth,nadia.young138@example.test,501-608-2425,,nadia_young,,nadiatelegram,,,Social Security Card,,nadia.young138,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
23/12/2025 20:32,Jose,Williams,1972-03-29,54,Other resident of Belize,,No,Not applicable,Corozal District,Corozal District,Libertad,,,,Female,Primary,Mestizo,Governance; Public policy,Food and beverages,Crime; Economy,jose.williams139@example.test,501-633-7275,jose.williams,,jose51,josetelegram,,,Belize Voter ID,,jose.williams139,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
21/03/2026 20:32,Kevin,Ramirez,2006-11-28,19,Citizen of Belize,,No,Not applicable,Corozal District,Corozal District,Libertad,,,,Female,Associate Degree,Maya,Governance; Public policy,Food and beverages,Health; Education,kevin.ramirez140@example.test,501-689-2609,,kevin_ramirez,kevin28,kevintelegram,,,Social Security Card,,kevin.ramirez140,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
11/05/2026 20:32,Luis,Hyde,1958-02-27,68,Citizen of Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Belize Rural South,Hattieville,Male,Secondary,Creole,National elections,Consumer goods; Banking,Governance; Youth,luis.hyde141@example.test,501-699-9589,,luis_hyde,,luissignal,,,Passport,,luis.hyde141,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
13/03/2026 20:32,Jose,Castillo,2007-01-16,19,Other resident of Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal Bay,Sarteneja,Male,Technical / Vocational,Creole,,Consumer goods; Banking,Crime; Economy,jose.castillo142@example.test,501-660-6730,,,,josetelegram,,,Passport,,jose.castillo142,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
14/12/2025 20:32,Ana,Requena,1958-06-04,67,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,Ladyville,,Belize Rural Central,Ladyville,Female,Associate Degree,Garifuna,Governance; Public policy,Food and beverages,Climate; Infrastructure,ana.requena143@example.test,501-676-1138,,ana_requena,ana39,anatelegram,,,Belize Voter ID,,ana.requena143,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
09/03/2026 20:32,Alicia,Hyde,1966-07-19,59,Other resident of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Stann Creek West,Independence,Female,Technical / Vocational,Maya,Governance; Public policy,Tourism; Retail,Crime; Economy,alicia.hyde144@example.test,501-661-2045,,,alicia77,aliciatelegram,,,Social Security Card,,alicia.hyde144,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
23/03/2026 20:32,Ana,Castillo,1976-12-19,49,Other resident of Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal Bay,Sarteneja,Female,Technical / Vocational,East Indian,Governance; Public policy,Tourism; Retail,Crime; Economy,ana.castillo145@example.test,501-604-4111,ana.castillo,,,anatelegram,,,Social Security Card,,ana.castillo145,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
23/02/2026 20:32,Shawn,Castillo,1950-11-29,75,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo East,San Antonio,Female,University,Maya,,Consumer goods; Banking,Governance; Youth,shawn.castillo146@example.test,501-695-6031,,,,shawntelegram,,,Social Security Card,,shawn.castillo146,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
02/04/2026 20:32,Ruth,Chan,2005-03-03,21,Citizen of Belize,,Yes,Registered voter,Cayo District,Cayo District,Belmopan,,Cayo South,Belmopan,Female,Technical / Vocational,Other,National elections,Telecommunications,Health; Education,ruth.chan147@example.test,501-672-8496,,ruth_chan,,,,,Belize Voter ID,,ruth.chan147,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
02/01/2026 20:32,Maria,Usher,1968-10-09,57,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,Santa Elena,,Toledo West,Santa Elena,Female,Primary,Maya,National elections,Consumer goods; Banking,Health; Education,maria.usher148@example.test,501-661-7280,,,maria89,mariasignal,,,Belize Voter ID,,maria.usher148,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
24/11/2025 20:32,Ruth,Usher,2004-04-26,22,Citizen of Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal Bay,Sarteneja,Female,Associate Degree,Maya,National elections,Tourism; Retail,Governance; Youth,ruth.usher149@example.test,501-676-9587,,,,,,,Belize Voter ID,,ruth.usher149,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
17/12/2025 20:32,Shawn,Williams,1984-05-20,41,Citizen of Belize,,No,Not applicable,Toledo District,Toledo District,Santa Elena,,,,Male,Primary,Creole,National elections; Municipal elections,Food and beverages,Governance; Youth,shawn.williams150@example.test,501-632-9761,shawn.williams,,shawn71,shawnsignal,,,Belize Voter ID,,shawn.williams150,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
22/04/2026 20:32,Ana,Martinez,1981-06-15,44,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Belize Rural South,Hattieville,Male,Technical / Vocational,Creole,National elections; Municipal elections,Food and beverages,Crime; Economy,ana.martinez151@example.test,501-617-7862,,ana_martinez,,anasignal,,,Passport,,ana.martinez151,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
23/12/2025 20:32,Luis,Hyde,1977-02-02,49,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Big Falls,,Toledo West,Big Falls,Female,Secondary,Creole,National elections; Municipal elections,Consumer goods; Banking,Climate; Infrastructure,luis.hyde152@example.test,501-601-2458,,luis_hyde,luis38,luissignal,,,Belize Voter ID,,luis.hyde152,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
13/04/2026 20:32,Luis,Requena,1989-11-16,36,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Santa Elena,,Toledo West,Santa Elena,Male,Technical / Vocational,Maya,,Telecommunications,Health; Education,luis.requena153@example.test,501-612-1751,luis.requena,luis_requena,,luissignal,,,Passport,,luis.requena153,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
08/04/2026 20:32,Brian,Bradley,1953-09-17,72,Citizen of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk South,Trial Farm,Female,University,Garifuna,,Tourism; Retail,Governance; Youth,brian.bradley154@example.test,501-689-1960,brian.bradley,,,briansignal,,,Belize Voter ID,,brian.bradley154,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Suspended,
22/12/2025 20:32,Carlos,Garcia,2004-01-07,22,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Punta Gorda,,Toledo West,Punta Gorda,Male,Technical / Vocational,East Indian,National elections; Municipal elections,Food and beverages,Crime; Economy,carlos.garcia155@example.test,501-686-9598,carlos.garcia,carlos_garcia,carlos85,,,,Social Security Card,,carlos.garcia155,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
08/03/2026 20:32,Shawn,Hyde,1953-09-21,72,Citizen of Belize,,No,Not applicable,Orange Walk District,Orange Walk District,Orange Walk Town,,,,Male,University,Other,,Food and beverages,Crime; Economy,shawn.hyde156@example.test,501-641-4946,,shawn_hyde,shawn57,,,,Passport,,shawn.hyde156,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
15/12/2025 20:32,Melissa,Bradley,1967-05-10,59,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,Caye Caulker,,Belize Rural Central,Caye Caulker,Female,University,East Indian,National elections,Food and beverages,Climate; Infrastructure,melissa.bradley157@example.test,501-670-1002,melissa.bradley,,melissa29,melissasignal,,,Social Security Card,,melissa.bradley157,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
12/02/2026 20:32,Alicia,Bradley,1980-03-22,46,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,Belize City,,Caribbean Shores,Belize City,Male,Primary,Mestizo,,Tourism; Retail,Governance; Youth,alicia.bradley158@example.test,501-681-5783,,alicia_bradley,,,,,Passport,,alicia.bradley158,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
09/01/2026 20:32,Marlon,Bradley,1987-03-25,39,Citizen of Belize,,No,Not applicable,Orange Walk District,Orange Walk District,Orange Walk Town,,,,Female,Primary,East Indian,National elections; Municipal elections,Food and beverages,Governance; Youth,marlon.bradley159@example.test,501-657-8493,,,,,,,Social Security Card,,marlon.bradley159,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
14/04/2026 20:32,Derrick,Hyde,1951-11-05,74,Citizen of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk South,Trial Farm,Female,University,Other,Governance; Public policy,Telecommunications,Crime; Economy,derrick.hyde160@example.test,501-643-5819,,,derrick80,derricktelegram,,,Social Security Card,,derrick.hyde160,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
29/11/2025 20:32,Shawn,Hyde,1973-05-29,52,Other resident of Belize,,No,Not applicable,Toledo District,Toledo District,Punta Gorda,,,,Female,University,Maya,,Consumer goods; Banking,Health; Education,shawn.hyde161@example.test,501-671-8870,,shawn_hyde,,shawntelegram,,,Belize Voter ID,,shawn.hyde161,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
23/01/2026 20:32,Shawn,Martinez,1965-01-11,61,Citizen of Belize,,Yes,Registered voter,Cayo District,Cayo District,Belmopan,,Cayo Central,Belmopan,Male,University,Garifuna,National elections,Telecommunications,Health; Education,shawn.martinez162@example.test,501-669-1529,shawn.martinez,shawn_martinez,shawn54,shawntelegram,,,Belize Voter ID,,shawn.martinez162,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
30/03/2026 20:32,Marlon,Musa,1952-10-05,73,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Benque Viejo,,Belmopan,Benque Viejo,Female,Secondary,Other,National elections; Municipal elections,Tourism; Retail,Crime; Economy,marlon.musa163@example.test,501-677-4218,,marlon_musa,marlon6,marlonsignal,,,Passport,,marlon.musa163,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
09/12/2025 20:32,Kevin,Garcia,1986-09-23,39,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Punta Gorda,,Toledo East,Punta Gorda,Female,Associate Degree,East Indian,Governance; Public policy,Consumer goods; Banking,Climate; Infrastructure,kevin.garcia164@example.test,501-641-1833,,,,kevintelegram,,,Passport,,kevin.garcia164,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
26/12/2025 20:32,Brian,Williams,1986-01-26,40,Other resident of Belize,,Yes,Registered voter,Cayo District,Cayo District,Belmopan,,Belmopan,Belmopan,Male,Primary,Other,Governance; Public policy,Food and beverages,Crime; Economy,brian.williams165@example.test,501-627-9691,,,brian88,briansignal,,,Passport,,brian.williams165,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
27/04/2026 20:32,Ruth,Garcia,1974-11-09,51,Citizen of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Placencia,,Stann Creek West,Placencia,Male,University,East Indian,National elections; Municipal elections,Consumer goods; Banking,Crime; Economy,ruth.garcia166@example.test,501-683-4154,,ruth_garcia,,ruthtelegram,,,Social Security Card,,ruth.garcia166,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
15/03/2026 20:32,Maria,Bradley,1965-03-02,61,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,San Pedro,,Belize Rural Central,San Pedro,Male,University,Mestizo,Governance; Public policy,Food and beverages,Governance; Youth,maria.bradley167@example.test,501-609-1889,maria.bradley,maria_bradley,maria56,,,,Social Security Card,,maria.bradley167,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
24/11/2025 20:32,Ana,Castillo,1961-07-07,64,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,Belize City,,Freetown,Belize City,Male,Technical / Vocational,Garifuna,,Food and beverages,Health; Education,ana.castillo168@example.test,501-664-2738,ana.castillo,,,,,,Passport,,ana.castillo168,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
17/05/2026 20:32,Ruth,Castillo,1998-12-18,27,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Punta Gorda,,Toledo West,Punta Gorda,Female,University,East Indian,National elections; Municipal elections,Telecommunications,Crime; Economy,ruth.castillo169@example.test,501-671-3316,ruth.castillo,,,,,,Belize Voter ID,,ruth.castillo169,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
15/03/2026 20:32,Kevin,Young,2001-02-16,25,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,Santa Elena,,Toledo East,Santa Elena,Male,University,Garifuna,Governance; Public policy,Telecommunications,Crime; Economy,kevin.young170@example.test,501-609-5762,,,,,,,Passport,,kevin.young170,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
23/03/2026 20:32,Ruth,Bradley,1971-03-02,55,Other resident of Belize,,No,Not applicable,Stann Creek District,Stann Creek District,Independence,,,,Female,Technical / Vocational,Maya,National elections,Telecommunications,Governance; Youth,ruth.bradley171@example.test,501-621-1079,ruth.bradley,ruth_bradley,ruth46,ruthsignal,,,Belize Voter ID,,ruth.bradley171,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
14/05/2026 20:32,Maria,Requena,1991-03-09,35,Other resident of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Dangriga,Independence,Male,University,East Indian,,Tourism; Retail,Health; Education,maria.requena172@example.test,501-680-2252,maria.requena,maria_requena,,mariasignal,,,Belize Voter ID,,maria.requena172,synthetic_salt,synthetic_hash,Pending,True,True,True,Suspended,
12/12/2025 20:32,Ruth,Usher,1978-09-05,47,Other resident of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Placencia,,Dangriga,Placencia,Male,University,Mestizo,,Tourism; Retail,Crime; Economy,ruth.usher173@example.test,501-601-4913,,ruth_usher,,,,,Belize Voter ID,,ruth.usher173,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
03/12/2025 20:32,Alicia,Young,2005-06-11,20,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Roaring Creek,,Belmopan,Roaring Creek,Male,University,Other,Governance; Public policy,Telecommunications,Crime; Economy,alicia.young174@example.test,501-658-1760,alicia.young,alicia_young,,aliciatelegram,,,Passport,,alicia.young174,synthetic_salt,synthetic_hash,Verified,True,True,True,Inactive,
26/01/2026 20:32,Tanya,Hyde,1982-11-20,43,Citizen of Belize,,No,Not applicable,Corozal District,Corozal District,Sarteneja,,,,Male,Primary,East Indian,Governance; Public policy,Tourism; Retail,Crime; Economy,tanya.hyde175@example.test,501-600-9222,,,,tanyatelegram,,,Passport,,tanya.hyde175,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
16/04/2026 20:32,Jose,Tzul,1964-09-16,61,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk North,Trial Farm,Male,Secondary,Other,National elections; Municipal elections,Tourism; Retail,Health; Education,jose.tzul176@example.test,501-652-1367,,jose_tzul,jose24,josetelegram,,,Social Security Card,,jose.tzul176,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
02/04/2026 20:32,Ruth,Williams,1994-10-02,31,Other resident of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Placencia,,Stann Creek West,Placencia,Female,Secondary,Other,Governance; Public policy,Food and beverages,Health; Education,ruth.williams177@example.test,501-652-3338,,ruth_williams,,,,,Belize Voter ID,,ruth.williams177,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
02/01/2026 20:32,Nadia,Requena,1998-07-13,27,Other resident of Belize,,No,Not applicable,Belize District,Belize District,Caye Caulker,,,,Male,Primary,Garifuna,National elections,Consumer goods; Banking,Governance; Youth,nadia.requena178@example.test,501-676-1639,nadia.requena,nadia_requena,nadia6,,,,Passport,,nadia.requena178,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
17/05/2026 20:32,Jose,Chan,2000-01-10,26,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Orange Walk Town,,Orange Walk North,Orange Walk Town,Male,University,East Indian,National elections; Municipal elections,Consumer goods; Banking,Governance; Youth,jose.chan179@example.test,501-669-7695,,jose_chan,jose53,,,,Passport,,jose.chan179,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
02/02/2026 20:32,Kevin,Martinez,1953-08-18,72,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Guinea Grass,,Orange Walk South,Guinea Grass,Female,Secondary,Maya,,Telecommunications,Climate; Infrastructure,kevin.martinez180@example.test,501-687-7511,kevin.martinez,kevin_martinez,,kevintelegram,,,Social Security Card,,kevin.martinez180,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
11/04/2026 20:32,Shawn,Williams,1994-09-01,31,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Orange Walk Town,,Orange Walk Central,Orange Walk Town,Female,Primary,Creole,Governance; Public policy,Tourism; Retail,Climate; Infrastructure,shawn.williams181@example.test,501-681-1086,,,shawn93,shawnsignal,,,Social Security Card,,shawn.williams181,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
10/05/2026 20:32,Luis,Cayetano,1956-02-20,70,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Santa Elena,,Toledo West,Santa Elena,Male,University,Mestizo,National elections; Municipal elections,Telecommunications,Crime; Economy,luis.cayetano182@example.test,501-684-9489,,,luis12,luissignal,,,Social Security Card,,luis.cayetano182,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
09/03/2026 20:32,Marlon,Hyde,2007-05-25,18,Citizen of Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Freetown,Hattieville,Male,Associate Degree,Garifuna,National elections; Municipal elections,Telecommunications,Crime; Economy,marlon.hyde183@example.test,501-671-6703,marlon.hyde,,,marlontelegram,,,Passport,,marlon.hyde183,synthetic_salt,synthetic_hash,Verified,True,True,True,Inactive,
21/02/2026 20:32,Kevin,Hyde,1955-07-30,70,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Corozal District,Corozal District,Sarteneja,,,,Female,University,Creole,,Consumer goods; Banking,Climate; Infrastructure,kevin.hyde184@example.test,501-672-8923,,kevin_hyde,,kevintelegram,,,Belize Voter ID,,kevin.hyde184,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
03/04/2026 20:32,Nadia,Ramirez,1974-08-18,51,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,Ladyville,,Belize Rural South,Ladyville,Female,Technical / Vocational,Mestizo,Governance; Public policy,Tourism; Retail,Crime; Economy,nadia.ramirez185@example.test,501-651-6603,nadia.ramirez,,,nadiasignal,,,Belize Voter ID,,nadia.ramirez185,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
31/12/2025 20:32,Tanya,Requena,1968-11-18,57,Citizen of Belize,,No,Not applicable,Cayo District,Cayo District,San Ignacio,,,,Female,Technical / Vocational,East Indian,Governance; Public policy,Food and beverages,Climate; Infrastructure,tanya.requena186@example.test,501-686-9071,tanya.requena,,tanya98,tanyasignal,,,Social Security Card,,tanya.requena186,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
18/04/2026 20:32,Nadia,Tzul,1974-05-03,52,Other resident of Belize,,No,Not applicable,Stann Creek District,Stann Creek District,Placencia,,,,Female,Technical / Vocational,Other,National elections; Municipal elections,Consumer goods; Banking,Crime; Economy,nadia.tzul187@example.test,501-699-3863,nadia.tzul,,nadia42,nadiatelegram,,,Belize Voter ID,,nadia.tzul187,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
12/02/2026 20:32,Tanya,Martinez,1977-07-10,48,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Corozal District,Corozal District,San Narciso,,Corozal Bay,San Narciso,Female,Technical / Vocational,Garifuna,National elections,Tourism; Retail,Crime; Economy,tanya.martinez188@example.test,501-626-7866,,tanya_martinez,tanya31,tanyasignal,,,Belize Voter ID,,tanya.martinez188,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
27/02/2026 20:32,Kendra,Tzul,1957-05-15,69,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Roaring Creek,,Cayo West,Roaring Creek,Female,Technical / Vocational,East Indian,National elections; Municipal elections,Food and beverages,Health; Education,kendra.tzul189@example.test,501-680-9470,,,kendra28,kendrasignal,,,Belize Voter ID,,kendra.tzul189,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
14/12/2025 20:32,Derrick,Martinez,1984-11-16,41,Citizen of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Stann Creek West,Independence,Male,Technical / Vocational,Maya,Governance; Public policy,Food and beverages,Governance; Youth,derrick.martinez190@example.test,501-615-6752,,derrick_martinez,derrick79,derricksignal,,,Belize Voter ID,,derrick.martinez190,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
02/12/2025 20:32,Derrick,Chan,1967-07-11,58,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Dangriga,,Stann Creek West,Dangriga,Female,University,Other,,Telecommunications,Governance; Youth,derrick.chan191@example.test,501-643-4739,derrick.chan,derrick_chan,,,,,Belize Voter ID,,derrick.chan191,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
12/05/2026 20:32,Kevin,Bradley,1964-04-09,62,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Roaring Creek,,Cayo South,Roaring Creek,Male,Primary,Maya,National elections,Consumer goods; Banking,Governance; Youth,kevin.bradley192@example.test,501-608-8752,kevin.bradley,,kevin32,kevinsignal,,,Belize Voter ID,,kevin.bradley192,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
14/04/2026 20:32,Shawn,Garcia,2005-06-14,20,Other resident of Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal Bay,Sarteneja,Male,University,East Indian,,Food and beverages,Climate; Infrastructure,shawn.garcia193@example.test,501-669-5463,shawn.garcia,shawn_garcia,,,,,Passport,,shawn.garcia193,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
13/01/2026 20:32,Kevin,Usher,1989-05-14,37,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,San Pedro,,Caribbean Shores,San Pedro,Female,Primary,Garifuna,Governance; Public policy,Tourism; Retail,Health; Education,kevin.usher194@example.test,501-668-1136,kevin.usher,,kevin53,kevinsignal,,,Belize Voter ID,,kevin.usher194,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
02/01/2026 20:32,Brian,Requena,1984-01-28,42,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal North,Sarteneja,Female,Secondary,Creole,National elections,Tourism; Retail,Climate; Infrastructure,brian.requena195@example.test,501-666-5454,,brian_requena,brian80,briansignal,,,Social Security Card,,brian.requena195,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
26/01/2026 20:32,Derrick,Garcia,1999-04-24,27,Other resident of Belize,,No,Not applicable,Stann Creek District,Stann Creek District,Hopkins,,,,Male,Secondary,Creole,National elections,Consumer goods; Banking,Governance; Youth,derrick.garcia196@example.test,501-636-5410,,derrick_garcia,derrick54,derricksignal,,,Passport,,derrick.garcia196,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
15/03/2026 20:32,Luis,Ramirez,2003-03-06,23,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,Caye Caulker,,Belize Rural South,Caye Caulker,Male,Primary,Other,National elections,Food and beverages,Governance; Youth,luis.ramirez197@example.test,501-660-3975,,,luis26,luistelegram,,,Social Security Card,,luis.ramirez197,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
15/01/2026 20:32,Marlon,Tzul,1983-06-06,42,Other resident of Belize,,Yes,Registered voter,Corozal District,Corozal District,San Narciso,,Corozal Bay,San Narciso,Female,Secondary,Maya,National elections; Municipal elections,Tourism; Retail,Health; Education,marlon.tzul198@example.test,501-605-9534,,marlon_tzul,,,,,Social Security Card,,marlon.tzul198,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
25/04/2026 20:32,Tanya,Garcia,2005-07-26,20,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo West,San Antonio,Female,Primary,Creole,Governance; Public policy,Tourism; Retail,Health; Education,tanya.garcia199@example.test,501-611-5075,,tanya_garcia,tanya30,tanyatelegram,,,Passport,,tanya.garcia199,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
26/01/2026 20:32,Carlos,Bradley,1996-05-09,30,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Big Falls,,Toledo West,Big Falls,Female,University,Other,,Tourism; Retail,Crime; Economy,carlos.bradley200@example.test,501-632-1646,carlos.bradley,carlos_bradley,carlos94,carlossignal,,,Social Security Card,,carlos.bradley200,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
